"Month","Day","Hour","Beam Irradiance (W/m2)","Diffuse Irradiance (W/m2)","Ambient Temperature (C)","Wind Speed (m/s)","Albedo","Plane of Array Irradiance (W/m2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"1","17","7","0","0","7.2","9.3","0.6","0","7.2","0","0"
"1","17","8","0","7","7.4","10.3","0.6","6.564","7.45","3.171","0"
"1","17","9","0","36","7.6","9.8","0.6","34.195","7.92","27.72","22.775"
"1","17","10","258","97","7.6","7.2","0.6","256.822","10.657","230.888","218.743"
"1","17","11","298","100","8.2","9.3","0.6","299.127","11.154","271.019","257.452"
"1","17","12","386","109","8.7","10.3","0.6","376.594","12.14","342.016","325.934"
"1","17","13","320","97","8.9","8.2","0.6","309.708","12.26","279.421","265.556"
"1","17","14","248","78","8.2","10.8","0.6","217.012","10.1","192.006","181.238"
"1","17","15","0","25","6.9","10.3","0.6","23.52","7.108","17.592","13.005"
"1","17","16","0","2","5.6","8.7","0.6","1.903","5.617","0.878","0"
"1","17","17","0","0","6.1","8.2","0.6","0","6.1","0","0"
"1","17","18","0","0","6","11.3","0.6","0","6","0","0"
"1","17","19","0","0","3.9","13.4","0.6","0","3.9","0","0"
"1","17","20","0","0","4.5","11.3","0.6","0","4.5","0","0"
"1","17","21","0","0","4","12.9","0.6","0","4","0","0"
"1","17","22","0","0","4.4","10.8","0.6","0","4.4","0","0"
"1","17","23","0","0","4.4","11.3","0.6","0","4.4","0","0"
"1","18","0","0","0","4.1","11.8","0.6","0","4.1","0","0"
"1","18","1","0","0","3.9","10.3","0.6","0","3.9","0","0"
"1","18","2","0","0","3.9","10.3","0.6","0","3.9","0","0"
"1","18","3","0","0","3.1","7.7","0.6","0","3.1","0","0"
"1","18","4","0","0","2.7","8.7","0.6","0","2.7","0","0"
"1","18","5","0","0","2.8","8.7","0.6","0","2.8","0","0"
"1","18","6","0","0","2.9","8.7","0.6","0","2.9","0","0"
"1","18","7","0","0","3.2","10.3","0.6","0","3.2","0","0"
"1","18","8","0","7","3.2","8.7","0.6","6.564","3.257","3.238","0"
"1","18","9","14","49","3.5","9.8","0.6","58.008","4.044","48.85","43.156"
"1","18","10","0","74","3.6","10.8","0.6","73.817","4.246","64.284","58.043"
"1","18","11","0","98","3.5","9.3","0.6","99.009","4.473","87.426","80.364"
"1","18","12","2","103","3.4","9.8","0.6","105.402","4.396","93.367","86.095"
"1","18","13","0","89","4","8.2","0.6","89.475","4.966","78.502","71.757"
"1","18","14","85","80","4.2","9.8","0.6","136.077","5.484","120.459","112.227"
"1","18","15","15","35","3.8","10.3","0.6","43.617","4.186","34.106","28.934"
"1","18","16","0","2","3.8","8.7","0.6","1.903","3.817","0.887","0"
"1","18","17","0","0","3.3","9.3","0.6","0","3.3","0","0"
"1","18","18","0","0","2.9","7.2","0.6","0","2.9","0","0"
"1","18","19","0","0","2.4","7.7","0.6","0","2.4","0","0"
"1","18","20","0","0","2.4","5.1","0.6","0","2.4","0","0"
"1","18","21","0","0","2.7","6.7","0.6","0","2.7","0","0"
"1","18","22","0","0","2.6","4.6","0.6","0","2.6","0","0"
"1","18","23","0","0","2.5","5.1","0.6","0","2.5","0","0"
"1","19","0","0","0","2.5","5.7","0.6","0","2.5","0","0"
"1","19","1","0","0","1.8","4.6","0.6","0","1.8","0","0"
"1","19","2","0","0","1.3","4.6","0.6","0","1.3","0","0"
"1","19","3","0","0","0.7","4.6","0.6","0","0.7","0","0"
"1","19","4","0","0","0.3","3.6","0.6","0","0.3","0","0"
"1","19","5","0","0","-0.1","5.1","0.6","0","-0.1","0","0"
"1","19","6","0","0","-0.6","4.1","0.6","0","-0.6","0","0"
"1","19","7","0","0","-0.9","4.1","0.6","0","-0.9","0","0"
"1","19","8","0","16","-0.8","4.1","0.6","15.374","-0.579","8.02","3.773"
"1","19","9","44","76","-0.2","4.6","0.6","109.257","1.53","95.168","87.832"
"1","19","10","335","89","-0.4","5.1","0.6","294.735","4.028","273.123","259.482"
"1","19","11","357","114","1.8","5.7","0.6","360.983","6.851","333.561","317.778"
"1","19","12","370","118","2.2","4.6","0.6","379.368","8.283","349.214","332.877"
"1","19","13","360","106","2.8","4.6","0.6","344.672","8.325","316.398","301.223"
"1","19","14","275","74","2.6","3.6","0.6","232.996","6.888","209.755","198.359"
"1","19","15","54","40","2.2","2.6","0.6","68.704","3.655","54.917","49.008"
"1","19","16","0","3","1.4","2.1","0.6","2.854","1.458","1.374","0"
"1","19","17","0","0","1.2","1.5","0.6","0","1.2","0","0"
"1","19","18","0","0","0.2","2.1","0.6","0","0.2","0","0"
"1","19","19","0","0","0.1","3.1","0.6","0","0.1","0","0"
"1","19","20","0","0","-0.3","2.1","0.6","0","-0.3","0","0"
"1","19","21","0","0","-0.6","1","0.6","0","-0.6","0","0"
"1","19","22","0","0","-1.6","0.5","0.6","0","-1.6","0","0"
"1","19","23","0","0","-2.3","1","0.6","0","-2.3","0","0"
"1","20","0","0","0","-2.6","1","0.6","0","-2.6","0","0"
"1","20","1","0","0","-3.6","0","0.6","0","-3.6","0","0"
"1","20","2","0","0","-3.6","0","0.6","0","-3.6","0","0"
"1","20","3","0","0","-4.2","0.5","0.6","0","-4.2","0","0"
"1","20","4","0","0","-3.3","0","0.6","0","-3.3","0","0"
"1","20","5","0","0","-3.8","0","0.6","0","-3.8","0","0"
"1","20","6","0","0","-5","0","0.6","0","-5","0","0"
"1","20","7","0","0","-4.5","0","0.6","0","-4.5","0","0"
"1","20","8","0","16","-2.9","0","0.6","15.35","-2.371","8.072","3.823"
"1","20","9","38","75","-1.7","0.5","0.6","104.772","1.938","91.142","83.949"
"1","20","10","289","90","-0.4","0","0.6","264.571","10.459","238.838","226.411"
"1","20","11","405","92","0.9","0","0.6","364.288","15.874","326.532","310.998"
"1","20","12","135","138","1.5","0","0.6","246.383","11.603","220.306","208.536"
"1","20","13","0","93","1.8","0","0.6","93.648","5.628","82.123","75.25"
"1","20","14","93","84","1.8","0","0.6","144.922","7.722","127.791","119.3"
"1","20","15","23","39","0.6","0","0.6","51.212","2.651","41.243","35.818"
"1","20","16","0","2","0.2","2.1","0.6","1.903","0.238","0.904","0"
"1","20","17","0","0","-0.4","2.1","0.6","0","-0.4","0","0"
"1","20","18","0","0","-0.2","1.5","0.6","0","-0.2","0","0"
"1","20","19","0","0","-0.4","1.5","0.6","0","-0.4","0","0"
"1","20","20","0","0","-0.2","1.5","0.6","0","-0.2","0","0"
"1","20","21","0","0","-0.9","2.1","0.6","0","-0.9","0","0"
"1","20","22","0","0","-0.8","2.1","0.6","0","-0.8","0","0"
"1","20","23","0","0","-1.1","0.5","0.6","0","-1.1","0","0"
"1","21","0","0","0","-1.9","1.5","0.6","0","-1.9","0","0"
"1","21","1","0","0","-1.9","1.5","0.6","0","-1.9","0","0"
"1","21","2","0","0","-2.6","2.1","0.6","0","-2.6","0","0"
"1","21","3","0","0","-3.3","1","0.6","0","-3.3","0","0"
"1","21","4","0","0","-3.4","1","0.6","0","-3.4","0","0"
"1","21","5","0","0","-3.6","1","0.6","0","-3.6","0","0"
"1","21","6","0","0","-4.4","1.5","0.6","0","-4.4","0","0"
"1","21","7","0","0","-3.4","2.1","0.6","0","-3.4","0","0"
"1","21","8","0","4","-3.3","2.1","0.6","3.747","-3.225","1.861","0"
"1","21","9","0","23","-3.2","0","0.6","21.595","-2.323","18.043","13.44"
"1","21","10","0","43","-2.6","1.5","0.6","40.427","-1.506","35.246","30.034"
"1","21","11","0","57","-2.2","1","0.6","53.629","-0.563","47.235","41.598"
"1","21","12","2","108","-1.6","0.5","0.6","110.491","2.264","98.849","91.382"
"1","21","13","0","94","-1","1.5","0.6","94.547","1.561","84.267","77.318"
"1","21","14","28","81","-0.7","3.6","0.6","102.679","1.187","91.515","84.309"
"1","21","15","0","32","-0.9","2.6","0.6","31.053","-0.237","25.177","20.322"
"1","21","16","0","2","-1.4","1","0.6","1.903","-1.351","0.912","0"
"1","21","17","0","0","-1.1","1","0.6","0","-1.1","0","0"
"1","21","18","0","0","-1","1.5","0.6","0","-1","0","0"
"1","21","19","0","0","-0.9","0","0.6","0","-0.9","0","0"
"1","21","20","0","0","-0.9","1","0.6","0","-0.9","0","0"
"1","21","21","0","0","-1.2","2.1","0.6","0","-1.2","0","0"
"1","21","22","0","0","-1.3","1.5","0.6","0","-1.3","0","0"
"1","21","23","0","0","-1.3","0","0.6","0","-1.3","0","0"
"1","22","0","0","0","-1.6","0.5","0.6","0","-1.6","0","0"
"1","22","1","0","0","-1.7","2.1","0.6","0","-1.7","0","0"
"1","22","2","0","0","-1.9","2.1","0.6","0","-1.9","0","0"
"1","22","3","0","0","-2.4","2.6","0.6","0","-2.4","0","0"
"1","22","4","0","0","-2.6","3.6","0.6","0","-2.6","0","0"
"1","22","5","0","0","-2.9","1.5","0.6","0","-2.9","0","0"
"1","22","6","0","0","-2.9","2.6","0.6","0","-2.9","0","0"
"1","22","7","0","0","-2.9","2.6","0.6","0","-2.9","0","0"
"1","22","8","0","16","-3.3","2.1","0.6","15.209","-2.994","8.016","3.769"
"1","22","9","263","38","-3.2","3.1","0.6","161.314","-0.012","143.01","133.979"
"1","22","10","42","100","-2.4","4.1","0.6","133.047","-0.125","121.064","112.81"
"1","22","11","2","105","-2.8","4.1","0.6","107.409","-0.964","97.164","89.757"
"1","22","12","4","110","-2.5","4.1","0.6","113.792","-0.555","103.023","95.409"
"1","22","13","53","118","-2.6","4.1","0.6","161.603","0.166","148.221","139.005"
"1","22","14","0","65","-2.2","4.1","0.6","64.198","-1.105","56.641","50.67"
"1","22","15","0","34","-2.8","5.1","0.6","33.22","-2.31","27.399","22.465"
"1","22","16","0","1","-2.6","5.1","0.6","0.951","-2.588","0","0"
"1","22","17","0","0","-2.7","4.6","0.6","0","-2.7","0","0"
"1","22","18","0","0","-2.8","5.7","0.6","0","-2.8","0","0"
"1","22","19","0","0","-3.2","6.4","0.6","0","-3.2","0","0"
"1","22","20","0","0","-3.5","7.2","0.6","0","-3.5","0","0"
"1","22","21","0","0","-3.9","6.7","0.6","0","-3.9","0","0"
"1","22","22","0","0","-4.8","5.1","0.6","0","-4.8","0","0"
"1","22","23","0","0","-5.1","5.7","0.6","0","-5.1","0","0"
"1","23","0","0","0","-4.9","5.7","0.6","0","-4.9","0","0"
"1","23","1","0","0","-4.8","6.2","0.6","0","-4.8","0","0"
"1","23","2","0","0","-4.8","6.7","0.6","0","-4.8","0","0"
"1","23","3","0","0","-5.4","6.7","0.6","0","-5.4","0","0"
"1","23","4","0","0","-5.3","5.1","0.6","0","-5.3","0","0"
"1","23","5","0","0","-4.8","5.7","0.6","0","-4.8","0","0"
"1","23","6","0","0","-4.9","6.2","0.6","0","-4.9","0","0"
"1","23","7","0","0","-4.9","6.7","0.6","0","-4.9","0","0"
"1","23","8","0","5","-4.6","5.1","0.6","4.685","-4.541","2.365","0"
"1","23","9","0","24","-4.6","5.1","0.6","22.536","-4.265","19.065","14.426"
"1","23","10","0","45","-4.3","5.1","0.6","42.312","-3.667","37.3","32.015"
"1","23","11","0","59","-3.9","5.7","0.6","55.516","-3.127","49.462","43.745"
"1","23","12","0","62","-4","4.1","0.6","58.347","-3.003","52.058","46.25"
"1","23","13","0","55","-3.4","2.1","0.6","51.742","-2.165","45.79","40.204"
"1","23","14","0","37","-2.4","0.5","0.6","34.773","-1.186","30.007","24.98"
"1","23","15","0","26","-2.7","2.1","0.6","24.433","-2.125","19.991","15.319"
"1","23","16","0","5","-2.9","1.5","0.6","4.756","-2.791","2.395","0"
"1","23","17","0","0","-3.5","1.5","0.6","0","-3.5","0","0"
"1","23","18","0","0","-3.6","2.1","0.6","0","-3.6","0","0"
"1","23","19","0","0","-3.2","4.1","0.6","0","-3.2","0","0"
"1","23","20","0","0","-2.8","4.1","0.6","0","-2.8","0","0"
"1","23","21","0","0","-2","4.1","0.6","0","-2","0","0"
"1","23","22","0","0","-1.7","4.1","0.6","0","-1.7","0","0"
"1","23","23","0","0","-1.2","4.1","0.6","0","-1.2","0","0"
"1","24","0","0","0","-0.6","5.7","0.6","0","-0.6","0","0"
"1","24","1","0","0","-0.6","5.1","0.6","0","-0.6","0","0"
"1","24","2","0","0","-0.3","4.6","0.6","0","-0.3","0","0"
"1","24","3","0","0","-0.4","4.1","0.6","0","-0.4","0","0"
"1","24","4","0","0","-0.2","3.1","0.6","0","-0.2","0","0"
"1","24","5","0","0","-0.8","1","0.6","0","-0.8","0","0"
"1","24","6","0","0","-0.8","1.5","0.6","0","-0.8","0","0"
"1","24","7","0","0","-1.3","1.5","0.6","0","-1.3","0","0"
"1","24","8","0","20","-1","1.5","0.6","19.866","-0.546","10.477","6.143"
"1","24","9","50","52","-0.8","2.6","0.6","81.068","0.95","70.505","64.043"
"1","24","10","105","111","1.2","2.6","0.6","187.893","5.289","170.147","160.155"
"1","24","11","2","107","2.5","3.6","0.6","109.208","4.509","96.829","89.434"
"1","24","12","272","149","4.1","4.1","0.6","353.928","10.173","322.145","306.767"
"1","24","13","433","98","4.7","5.7","0.6","383.305","10.066","351.264","334.854"
"1","24","14","325","80","4.6","5.1","0.6","268.715","8.631","243.067","230.49"
"1","24","15","50","46","4.2","4.6","0.6","73.848","5.361","60.888","54.767"
"1","24","16","0","5","3.9","3.1","0.6","4.756","3.98","2.316","0"
"1","24","17","0","0","2.8","3.6","0.6","0","2.8","0","0"
"1","24","18","0","0","1.9","3.6","0.6","0","1.9","0","0"
"1","24","19","0","0","0.9","3.6","0.6","0","0.9","0","0"
"1","24","20","0","0","1.1","2.6","0.6","0","1.1","0","0"
"1","24","21","0","0","1","2.1","0.6","0","1","0","0"
"1","24","22","0","0","1.1","2.1","0.6","0","1.1","0","0"
"1","24","23","0","0","0.6","2.1","0.6","0","0.6","0","0"
"1","25","0","0","0","0.2","1.5","0.6","0","0.2","0","0"
"1","25","1","0","0","1.1","2.6","0.6","0","1.1","0","0"
"1","25","2","0","0","0.6","0.5","0.6","0","0.6","0","0"
"1","25","3","0","0","0.8","3.6","0.6","0","0.8","0","0"
"1","25","4","0","0","0.9","3.6","0.6","0","0.9","0","0"
"1","25","5","0","0","0.2","4.6","0.6","0","0.2","0","0"
"1","25","6","0","0","0","5.1","0.6","0","0","0","0"
"1","25","7","0","0","0.1","5.1","0.6","0","0","0","0"
"1","25","8","0","10","0.5","4.1","0.6","9.382","0.635","4.763","0.631"
"1","25","9","0","46","1","4.6","0.6","44.529","1.707","37.854","32.549"
"1","25","10","0","85","1.1","5.7","0.6","85.096","2.284","75.253","68.623"
"1","25","11","3","109","1.5","6.7","0.6","111.871","2.897","99.903","92.399"
"1","25","12","0","64","1.5","6.7","0.6","60.255","2.252","52.724","46.893"
"1","25","13","0","56","1.5","5.7","0.6","52.685","2.234","45.86","40.271"
"1","25","14","0","39","1.4","6.7","0.6","36.657","1.857","31.347","26.273"
"1","25","15","0","16","1.7","5.7","0.6","15.012","1.907","11.931","7.545"
"1","25","16","0","2","1.6","6.2","0.6","1.903","1.621","0.898","0"
"1","25","17","0","0","1.6","6.7","0.6","0","1.6","0","0"
"1","25","18","0","0","1.6","6.7","0.6","0","1.6","0","0"
"1","25","19","0","0","1.5","6.2","0.6","0","1.5","0","0"
"1","25","20","0","0","1.2","7.2","0.6","0","1.2","0","0"
"1","25","21","0","0","0.6","7.2","0.6","0","0.6","0","0"
"1","25","22","0","0","-0.2","5.7","0.6","0","-0.2","0","0"
"1","25","23","0","0","-0.3","5.2","0.6","0","-0.3","0","0"
"1","26","0","0","0","-0.4","4.6","0.6","0","-0.4","0","0"
"1","26","1","0","0","-0.5","4.1","0.6","0","-0.5","0","0"
"1","26","2","0","0","-0.2","3.6","0.6","0","-0.2","0","0"
"1","26","3","0","0","-0.9","3.1","0.6","0","-0.9","0","0"
"1","26","4","0","0","-1.7","2.6","0.6","0","-1.7","0","0"
"1","26","5","0","0","-1.9","2.6","0.6","0","-1.9","0","0"
"1","26","6","0","0","-2.4","1.5","0.6","0","-2.4","0","0"
"1","26","7","0","0","-2.6","0","0.6","0","0","0","0"
"1","26","8","0","23","-3.2","1.5","0.6","23.283","-2.668","12.477","8.072"
"1","26","9","57","94","-2.7","1.5","0.6","138.491","1.034","123.05","114.726"
"1","26","10","391","90","-0.8","2.1","0.6","331.196","7.144","305.302","290.52"
"1","26","11","382","124","-0.3","2.6","0.6","394.297","8.305","363.188","346.355"
"1","26","12","448","100","0.5","2.1","0.6","414.574","10.451","380.139","362.705"
"1","26","13","277","117","0.5","3.1","0.6","307.92","6.66","283.471","269.463"
"1","26","14","94","99","1.2","3.1","0.6","164.347","4.477","148.115","138.903"
"1","26","15","0","42","0.6","4.1","0.6","41.78","1.307","34.844","29.645"
"1","26","16","0","7","0","4.1","0.6","6.659","0.096","3.357","0"
"1","26","17","0","0","-0.9","4.1","0.6","0","-0.9","0","0"
"1","26","18","0","0","-1.3","5.1","0.6","0","-1.3","0","0"
"1","26","19","0","0","-1.6","4.6","0.6","0","-1.6","0","0"
"1","26","20","0","0","-1.8","6.2","0.6","0","-1.8","0","0"
"1","26","21","0","0","-2.6","6.2","0.6","0","-2.6","0","0"
"1","26","22","0","0","-2.9","6.2","0.6","0","-2.9","0","0"
"1","26","23","0","0","-3.3","5.1","0.6","0","-3.3","0","0"
"1","27","0","0","0","-3.2","6.2","0.6","0","-3.2","0","0"
"1","27","1","0","0","-2.7","5.1","0.6","0","-2.7","0","0"
"1","27","2","0","0","-1.9","6.7","0.6","0","-1.9","0","0"
"1","27","3","0","0","-1.9","6.7","0.6","0","-1.9","0","0"
"1","27","4","0","0","-1.7","5.7","0.6","0","-1.7","0","0"
"1","27","5","0","0","-1.6","5.7","0.6","0","-1.6","0","0"
"1","27","6","0","0","-1.6","5.1","0.6","0","-1.6","0","0"
"1","27","7","0","0","-1.1","5.1","0.6","0","0","0","0"
"1","27","8","0","6","-1","6.2","0.6","5.623","-0.938","2.811","0"
"1","27","9","0","27","-0.8","5.7","0.6","25.358","-0.448","21.321","16.602"
"1","27","10","0","49","-0.5","5.7","0.6","46.083","0.141","40.192","34.804"
"1","27","11","0","63","0","5.7","0.6","59.291","0.826","52.144","46.333"
"1","27","12","0","67","0.5","6.2","0.6","63.235","1.332","55.629","49.695"
"1","27","13","1","106","1","2.6","0.6","107.392","3.332","95.574","88.224"
"1","27","14","0","41","1.6","3.6","0.6","38.542","2.308","33.002","27.87"
"1","27","15","0","32","1.6","3.6","0.6","30.086","2.148","24.749","19.908"
"1","27","16","0","4","1.4","3.6","0.6","3.805","1.459","1.857","0"
"1","27","17","0","0","1.1","3.6","0.6","0","1.1","0","0"
"1","27","18","0","0","1","3.6","0.6","0","1","0","0"
"1","27","19","0","0","1","3.6","0.6","0","1","0","0"
"1","27","20","0","0","1","3.1","0.6","0","1","0","0"
"1","27","21","0","0","0.9","2.1","0.6","0","0.9","0","0"
"1","27","22","0","0","0.7","2.1","0.6","0","0.7","0","0"
"1","27","23","0","0","0.7","2.1","0.6","0","0.7","0","0"
"1","28","0","0","0","0.6","3.1","0.6","0","0.6","0","0"
"1","28","1","0","0","0.3","2.6","0.6","0","0.3","0","0"
"1","28","2","0","0","0.3","3.1","0.6","0","0.3","0","0"
"1","28","3","0","0","0.2","2.1","0.6","0","0.2","0","0"
"1","28","4","0","0","0","2.1","0.6","0","0","0","0"
"1","28","5","0","0","0","2.1","0.6","0","0","0","0"
"1","28","6","0","0","0.1","2.6","0.6","0","0.1","0","0"
"1","28","7","0","0","0.2","1.5","0.6","0","0","0","0"
"1","28","8","0","11","0.2","2.6","0.6","10.321","0.389","5.268","1.118"
"1","28","9","0","50","0.6","2.6","0.6","48.569","1.65","41.59","36.152"
"1","28","10","0","50","1","2.6","0.6","47.026","2.021","40.747","35.34"
"1","28","11","3","115","1.2","2.1","0.6","117.993","4.017","105.107","97.42"
"1","28","12","0","68","1.2","1.5","0.6","64.208","2.94","56.156","50.203"
"1","28","13","0","60","1.3","1.5","0.6","56.46","2.83","49.168","43.463"
"1","28","14","177","85","1.8","1.5","0.6","195.218","7.104","176.271","166.062"
"1","28","15","23","53","2.6","1.5","0.6","66.911","4.396","56.242","50.285"
"1","28","16","0","8","2.8","2.1","0.6","7.61","2.953","3.806","0"
"1","28","17","0","0","2.3","2.1","0.6","0","2.3","0","0"
"1","28","18","0","0","1.7","2.6","0.6","0","1.7","0","0"
"1","28","19","0","0","1.1","1.5","0.6","0","1.1","0","0"
"1","28","20","0","0","1.2","2.6","0.6","0","1.2","0","0"
"1","28","21","0","0","1","2.6","0.6","0","1","0","0"
"1","28","22","0","0","0.4","2.6","0.6","0","0.4","0","0"
"1","28","23","0","0","0.8","2.6","0.6","0","0.8","0","0"
"1","29","0","0","0","0.1","2.6","0.6","0","0.1","0","0"
"1","29","1","0","0","-0.3","1.5","0.6","0","-0.3","0","0"
"1","29","2","0","0","-0.3","2.6","0.6","0","-0.3","0","0"
"1","29","3","0","0","-0.5","1.5","0.6","0","-0.5","0","0"
"1","29","4","0","0","1.1","2.6","0.6","0","1.1","0","0"
"1","29","5","0","0","1.1","2.1","0.6","0","1.1","0","0"
"1","29","6","0","0","1","2.1","0.6","0","1","0","0"
"1","29","7","0","0","0.8","1","0.6","0","0","0","0"
"1","29","8","0","16","1","1.5","0.6","15.028","1.343","7.763","3.525"
"1","29","9","0","51","1.4","1","0.6","49.523","2.906","42.273","36.812"
"1","29","10","251","105","2.5","1","0.6","267.096","10.688","241.203","228.693"
"1","29","11","3","117","3.4","2.1","0.6","120.016","6.265","106.052","98.33"
"1","29","12","6","122","3.9","2.1","0.6","127.019","6.933","112.194","104.255"
"1","29","13","3","109","4","2.6","0.6","111.461","6.421","98.189","90.747"
"1","29","14","220","94","4.7","1.5","0.6","229.051","10.926","205.181","193.947"
"1","29","15","167","54","4.4","2.1","0.6","132.73","7.532","112.13","104.194"
"1","29","16","0","11","3.4","1.5","0.6","10.464","3.64","5.292","1.141"
"1","29","17","0","0","3.1","1.5","0.6","0","3.1","0","0"
"1","29","18","0","0","2.8","3.1","0.6","0","2.8","0","0"
"1","29","19","0","0","2.2","2.1","0.6","0","2.2","0","0"
"1","29","20","0","0","1.9","4.1","0.6","0","1.9","0","0"
"1","29","21","0","0","1.5","4.1","0.6","0","1.5","0","0"
"1","29","22","0","0","1.1","3.1","0.6","0","1.1","0","0"
"1","29","23","0","0","0.9","3.6","0.6","0","0.9","0","0"
"1","30","0","0","0","0.9","2.6","0.6","0","0.9","0","0"
"1","30","1","0","0","0.9","3.1","0.6","0","0.9","0","0"
"1","30","2","0","0","1.2","3.1","0.6","0","1.2","0","0"
"1","30","3","0","0","1.2","3.1","0.6","0","1.2","0","0"
"1","30","4","0","0","1.2","3.1","0.6","0","1.2","0","0"
"1","30","5","0","0","1.4","2.1","0.6","0","1.4","0","0"
"1","30","6","0","0","1.5","2.1","0.6","0","1.5","0","0"
"1","30","7","0","0","1.5","3.6","0.6","0","0","0","0"
"1","30","8","0","7","1.6","3.1","0.6","6.561","1.715","3.576","0"
"1","30","9","0","29","1.9","2.6","0.6","27.24","2.489","22.766","17.996"
"1","30","10","0","52","2.5","2.6","0.6","48.912","3.562","42.201","36.743"
